Pathway	Gene_List
KEGG_ONE_CARBON_POOL_BY_FOLATE	ALDH1L1,AMT,ATIC,DHFR,FTCD,GART,MTFMT,MTHFD1,MTHFD1L,MTHFD2,MTHFD2L,MTHFR,MTHFS,MTR,SHMT1,SHMT2,TYMS
KEGG_RIBOFLAVIN_METABOLISM	ACP1,ACP2,ACP4,ACP5,ACP6,ACPP,ENPP1,ENPP3,FLAD1,MTMR1,MTMR2,MTMR6,MTMR7,PHPT1,RFK,TYR
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	AOX1,BST1,CD38,ENPP1,ENPP3,NADK,NADSYN1,NAMPT,NMNAT1,NMNAT2,NMNAT3,NMRK1,NNMT,NNT,NT5C,NT5C1A,NT5C1B,NT5C2,NT5C3A,NT5E,NT5M,NUDT12,PNP,QPRT
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	BCAT1,BCAT2,COASY,DPYD,DPYS,ENPP1,ENPP3,PANK1,PANK2,PANK3,PANK4,PPCDC,PPCS,UPB1,VNN1,VNN2
KEGG_FOLATE_BIOSYNTHESIS	ALPG,ALPI,ALPL,ALPP,DHFR,FPGS,GCH1,GGH,PTS,QDPR,SPR
KEGG_RETINOL_METABOLISM	ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ALDH1A1,ALDH1A2,AWAT2,BCO1,CYP1A1,CYP1A2,CYP26A1,CYP26B1,CYP26C1,CYP2A13,CYP2A6,CYP2A7,CYP2B6,CYP2C18,CYP2C19,CYP2C8,CYP2C9,CYP3A4,CYP3A43,CYP3A5,CYP3A7,CYP4A11,CYP4A22,DGAT1,DGAT2,DHRS3,DHRS4,DHRS4L2,DHRS9,LRAT,PNPLA4,RDH10,RDH11,RDH12,RDH16,RDH5,RDH8,RETSAT,RPE65,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B11,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	ALAD,ALAS1,ALAS2,BLVRA,BLVRB,COX10,COX15,CP,CPOX,EARS2,EPRS1,FECH,FTH1,FTMT,GUSB,HCCS,HMBS,HMOX1,HMOX2,MMAB,PPOX,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B11,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UROD,UROS
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	ACAT1,ACAT2,DHDDS,FDPS,GGPS1,HMGCR,HMGCS1,HMGCS2,IDI1,IDI2,MVD,MVK,PDSS1,PDSS2,PMVK
KEGG_LIMONENE_AND_PINENE_DEGRADATION	ALDH1B1,ALDH2,ALDH3A2,ALDH7A1,ALDH9A1,ECHS1,EHHADH,HADHA,NAA80,YOD1
KEGG_NITROGEN_METABOLISM	AMT,ASNS,CA1,CA12,CA13,CA14,CA2,CA3,CA4,CA5A,CA5B,CA6,CA7,CA8,CA9,CPS1,CTH,GLS,GLS2,GLUD1,GLUD2,GLUL,HAL
KEGG_SULFUR_METABOLISM	BPNT1,CHST11,CHST12,CHST13,PAPSS1,PAPSS2,SULT1A1,SULT1A2,SULT1A3,SULT1A4,SULT1E1,SULT2B1,SUOX
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	AARS1,AARS2,CARS1,CARS2,DARS1,DARS2,EARS2,EPRS1,FARS2,FARSA,FARSB,GARS1,HARS1,HARS2,IARS1,IARS2,KARS1,LARS1,LARS2,MARS1,MARS2,MTFMT,NARS1,NARS2,PARS2,PSTK,QARS1,RARS1,RARS2,SARS1,SARS2,SEPSECS,TARS1,TARS2,TARS3,VARS1,VARS2,WARS1,WARS2,YARS1,YARS2
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,AKR1C1,AKR1C2,AKR1C3,AKR1C4,ALDH1A3,ALDH3A1,ALDH3B1,ALDH3B2,CYP1A1,CYP1A2,CYP1B1,CYP2B6,CYP2C18,CYP2C19,CYP2C8,CYP2C9,CYP2E1,CYP2F1,CYP2S1,CYP3A4,CYP3A43,CYP3A5,CYP3A7,DHDH,EPHX1,GSTA1,GSTA2,GSTA3,GSTA4,GSTA5,GSTK1,GSTM1,GSTM2,GSTM3,GSTM4,GSTM5,GSTO1,GSTO2,GSTP1,GSTT1,GSTT2,GSTZ1,MGST1,MGST2,MGST3,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B11,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ALDH1A3,ALDH3A1,ALDH3B1,ALDH3B2,AOX1,CYP1A2,CYP2A13,CYP2A6,CYP2A7,CYP2B6,CYP2C18,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP2E1,CYP3A4,CYP3A43,CYP3A5,CYP3A7,FMO1,FMO2,FMO3,FMO4,FMO5,GSTA1,GSTA2,GSTA3,GSTA4,GSTA5,GSTK1,GSTM1,GSTM2,GSTM3,GSTM4,GSTM5,GSTO1,GSTO2,GSTP1,GSTT1,GSTT2,GSTZ1,MAOA,MAOB,MGST1,MGST2,MGST3,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B11,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	CDA,CES1,CES2,CES5A,CYP2A13,CYP2A6,CYP2A7,CYP3A4,CYP3A43,CYP3A5,CYP3A7,DPYD,DPYS,GMPS,GUSB,HPRT1,IMPDH1,IMPDH2,ITPA,NAT1,NAT2,TK1,TK2,TPMT,TYMP,UCK1,UCK2,UCKL1,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B11,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UMPS,UPB1,UPP1,UPP2,XDH
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	ACAA1,ACOT1,ACOT2,ACOT4,ACOT7,ACOX1,ACOX3,BAAT,ELOVL2,ELOVL5,ELOVL6,FADS1,FADS2,HACD1,HACD2,HADHA,HSD17B12,PECR,SCD,SCD5,TECR,YOD1
KEGG_ABC_TRANSPORTERS	ABCA1,ABCA10,ABCA12,ABCA13,ABCA2,ABCA3,ABCA4,ABCA5,ABCA6,ABCA7,ABCA8,ABCA9,ABCB1,ABCB10,ABCB11,ABCB4,ABCB5,ABCB6,ABCB7,ABCB8,ABCB9,ABCC1,ABCC10,ABCC11,ABCC12,ABCC2,ABCC3,ABCC4,ABCC5,ABCC6,ABCC8,ABCC9,ABCD1,ABCD2,ABCD3,ABCD4,ABCG1,ABCG2,ABCG4,ABCG5,ABCG8,CFTR,TAP1,TAP2
KEGG_RIBOSOME	FAU,MRPL13,RPL10,RPL10A,RPL10L,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL17,RPL18,RPL18A,RPL19,RPL21,RPL22,RPL22L1,RPL23,RPL23A,RPL24,RPL26,RPL26L1,RPL27,RPL27A,RPL28,RPL29,RPL3,RPL30,RPL31,RPL32,RPL34,RPL35,RPL35A,RPL36,RPL36A,RPL36AL,RPL37,RPL37A,RPL38,RPL39,RPL3L,RPL4,RPL41,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPLP1,RPLP2,RPS10,RPS11,RPS12,RPS13,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RSL24D1,RSL24D1P11,UBA52
KEGG_RNA_DEGRADATION	C1D,C1DP2,C1DP3,CNOT1,CNOT10,CNOT2,CNOT3,CNOT4,CNOT6,CNOT6L,CNOT7,CNOT8,CNOT9,DCP1A,DCP1B,DCP2,DCPS,DDX6,DIS3,EDC3,EDC4,ENO1,ENO2,ENO3,EXOSC1,EXOSC10,EXOSC2,EXOSC3,EXOSC4,EXOSC5,EXOSC6,EXOSC7,EXOSC8,EXOSC9,HSPA9,HSPD1,LSM1,LSM2,LSM3,LSM4,LSM5,LSM6,LSM7,LSM8,MPHOSPH6,MTREX,PAPOLA,PAPOLB,PAPOLG,PARN,PATL1,PNPT1,SKIV2L,TENT4A,TTC37,WDR61,XRN1,XRN2,ZCCHC7
KEGG_RNA_POLYMERASE	POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2J2,POLR2J3,POLR2K,POLR2L,POLR3A,POLR3B,POLR3C,POLR3D,POLR3F,POLR3G,POLR3GL,POLR3H,POLR3K,ZNRD1
KEGG_BASAL_TRANSCRIPTION_FACTORS	GTF2A1,GTF2A1L,GTF2A2,GTF2B,GTF2E1,GTF2E2,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2I,GTF2IRD1,STON1,TAF1,TAF10,TAF11,TAF12,TAF13,TAF1L,TAF2,TAF4,TAF4B,TAF5,TAF5L,TAF6,TAF6L,TAF7,TAF7L,TAF9,TAF9B,TBP,TBPL1,TBPL2
KEGG_DNA_REPLICATION	DNA2,FEN1,LIG1,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,PCNA,POLA1,POLA2,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,PRIM1,PRIM2,RFC1,RFC2,RFC3,RFC4,RFC5,RNASEH1,RNASEH2A,RNASEH2B,RNASEH2C,RPA1,RPA2,RPA3,RPA4,SSBP1
KEGG_SPLICEOSOME	ACIN1,ALYREF,AQR,BCAS2,BUD31,CCDC12,CDC40,CDC5L,CHERP,CRNKL1,CTNNBL1,CWC15,DDX23,DDX39B,DDX42,DDX46,DDX5,DHX15,DHX16,DHX38,DHX8,EFTUD2,EIF4A3,HNRNPA1,HNRNPA1L2,HNRNPA1P60,HNRNPA3,HNRNPC,HNRNPK,HNRNPM,HNRNPU,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA6,HSPA8,ISY1,LSM2,LSM3,LSM4,LSM5,LSM6,LSM7,LSM8,MAGOH,MAGOHB,NCBP1,NCBP2,PCBP1,PHF5A,PLRG1,PPIE,PPIH,PPIL1,PQBP1,PRPF18,PRPF19,PRPF3,PRPF31,PRPF38A,PRPF38B,PRPF4,PRPF40A,PRPF40B,PRPF6,PRPF8,PUF60,RBM17,RBM22,RBM25,RBM8A,RBMX,SART1,SF3A1,SF3A2,SF3A3,SF3B1,SF3B2,SF3B3,SF3B4,SF3B5,SF3B6,SLU7,SMNDC1,SNRNP200,SNRNP27,SNRNP40,SNRNP70,SNRPA,SNRPA1,SNRPB,SNRPB2,SNRPC,SNRPD1,SNRPD2,SNRPD3,SNRPE,SNRPF,SNRPG,SNU13,SNW1,SRSF1,SRSF10,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SYF2,TCERG1,THOC1,THOC2,THOC3,TRA2A,TRA2B,TXNL4A,U2AF1,U2AF2,U2SURP,USP39,WBP11,XAB2,ZMAT2
KEGG_PROTEASOME	IFNG,POMP,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA6P4,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC1P4,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSME1,PSME2,PSME3,PSME4,PSMF1,SEM1
KEGG_PROTEIN_EXPORT	HSPA5,IMMP1L,IMMP2L,OXA1L,SEC11A,SEC11C,SEC61A1,SEC61A2,SEC61B,SEC61G,SEC62,SEC63,SPCS1,SPCS2,SPCS3,SRP14,SRP19,SRP54,SRP68,SRP72,SRP9,SRP9P1,SRPRA,SRPRB
KEGG_PPAR_SIGNALING_PATHWAY	ACAA1,ACADL,ACADM,ACOX1,ACOX2,ACOX3,ACSL1,ACSL3,ACSL4,ACSL5,ACSL6,ADIPOQ,ANGPTL4,APOA1,APOA2,APOA5,APOC3,AQP7,CD36,CPT1A,CPT1B,CPT1C,CPT2,CYP27A1,CYP4A11,CYP4A22,CYP7A1,CYP8B1,DBI,EHHADH,FABP1,FABP2,FABP3,FABP4,FABP5,FABP6,FABP7,FADS2,GK,GK2,HMGCS2,ILK,LPL,ME1,MMP1,NR1H3,OLR1,PCK1,PCK2,PDPK1,PLIN1,PLTP,PPARA,PPARD,PPARG,RXRA,RXRB,RXRG,SCD,SCD5,SCP2,SLC27A1,SLC27A2,SLC27A4,SLC27A5,SLC27A6,SORBS1,UBC,UCP1
KEGG_BASE_EXCISION_REPAIR	APEX1,APEX2,FEN1,HMGB1,HMGB1P1,HMGB1P40,LIG1,LIG3,MBD4,MPG,MUTYH,NEIL1,NEIL2,NEIL3,NTHL1,OGG1,PARP1,PARP2,PARP3,PARP4,PCNA,POLB,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,POLL,SMUG1,TDG,UNG,XRCC1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	CCNH,CDK7,CETN2,CUL4A,CUL4B,DDB1,DDB2,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ERCC6,ERCC8,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,LIG1,MNAT1,PCNA,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,RAD23A,RAD23B,RBX1,RFC1,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,RPA3,RPA4,XPA,XPC
KEGG_MISMATCH_REPAIR	EXO1,LIG1,MLH1,MLH3,MSH2,MSH3,MSH6,PCNA,PMS2,POLD1,POLD2,POLD3,POLD4,RFC1,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,RPA3,RPA4,SSBP1
KEGG_HOMOLOGOUS_RECOMBINATION	BLM,BRCA2,EME1,MRE11,MUS81,NBN,POLD1,POLD2,POLD3,POLD4,RAD50,RAD51,RAD51B,RAD51C,RAD51D,RAD52,RAD54B,RAD54L,RPA1,RPA2,RPA3,RPA4,SEM1,SSBP1,TOP3A,TOP3B,XRCC2,XRCC3
KEGG_NON_HOMOLOGOUS_END_JOINING	DCLRE1C,DNTT,FEN1,LIG4,MRE11,NHEJ1,POLL,POLM,PRKDC,RAD50,XRCC4,XRCC5,XRCC6
KEGG_MAPK_SIGNALING_PATHWAY	AKT1,AKT2,AKT3,ARRB1,ARRB2,ATF2,ATF4,BDNF,BRAF,CACNA1A,CACNA1B,CACNA1C,CACNA1D,CACNA1E,CACNA1F,CACNA1G,CACNA1H,CACNA1I,CACNA1S,CACNA2D1,CACNA2D2,CACNA2D3,CACNA2D4,CACNB1,CACNB2,CACNB3,CACNB4,CACNG1,CACNG2,CACNG3,CACNG4,CACNG5,CACNG6,CACNG7,CACNG8,CASP3,CD14,CDC25B,CDC42,CHP1,CHP2,CHUK,CRK,CRKL,DAXX,DDIT3,DUSP1,DUSP10,DUSP14,DUSP16,DUSP2,DUSP3,DUSP4,DUSP5,DUSP6,DUSP7,DUSP8,DUSP9,ECSIT,EGF,EGFR,ELK1,ELK4,FAS,FASLG,FGF1,FGF10,FGF11,FGF12,FGF13,FGF14,FGF16,FGF17,FGF18,FGF19,FGF2,FGF20,FGF21,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FGFR4,FLNA,FLNB,FLNC,FOS,GADD45A,GADD45B,GADD45G,GNA12,GNG12,GRB2,HRAS,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA6,HSPA8,HSPB1,IKBKB,IKBKG,IL1A,IL1B,IL1R1,IL1R2,JMJD7-PLA2G4B,JUN,JUND,KRAS,LAMTOR3,MAP2K1,MAP2K2,MAP2K3,MAP2K4,MAP2K5,MAP2K6,MAP2K7,MAP3K1,MAP3K11,MAP3K12,MAP3K13,MAP3K14,MAP3K2,MAP3K20,MAP3K3,MAP3K4,MAP3K5,MAP3K6,MAP3K7,MAP3K8,MAP4K1,MAP4K2,MAP4K3,MAP4K4,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK7,MAPK8,MAPK8IP1,MAPK8IP2,MAPK8IP3,MAPK9,MAPKAPK2,MAPKAPK3,MAPKAPK5,MAPT,MAX,MECOM,MEF2C,MKNK1,MKNK2,MOS,MRAS,MYC,NF1,NFATC2,NFATC4,NFKB1,NFKB2,NGF,NLK,NR4A1,NRAS,NTF3,NTF4,NTRK1,NTRK2,PAK1,PAK2,PDGFA,PDGFB,PDGFRA,PDGFRB,PLA2G10,PLA2G12A,PLA2G12B,PLA2G1B,PLA2G2A,PLA2G2C,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G3,PLA2G4A,PLA2G4B,PLA2G4E,PLA2G5,PLA2G6,PPM1A,PPM1B,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PPP5C,PRKACA,PRKACB,PRKACG,PRKCA,PRKCB,PRKCG,PRKX,PTPN5,PTPN7,PTPRR,RAC1,RAC2,RAC3,RAF1,RAP1A,RAP1B,RAPGEF2,RASA1,RASA2,RASGRF1,RASGRF2,RASGRP1,RASGRP2,RASGRP3,RASGRP4,RELA,RELB,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA4,RPS6KA5,RPS6KA6,RRAS,RRAS2,SOS1,SOS2,SRF,STK3,STK4,STMN1,TAB1,TAB2,TAOK1,TAOK2,TAOK3,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TNF,TNFRSF1A,TP53,TRAF2,TRAF6
KEGG_ERBB_SIGNALING_PATHWAY	ABL1,ABL2,AKT1,AKT2,AKT3,ARAF,AREG,BAD,BRAF,BTC,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CBL,CBLB,CBLC,CDKN1A,CDKN1B,CRK,CRKL,EGF,EGFR,EIF4EBP1,ELK1,ERBB2,ERBB3,ERBB4,EREG,GAB1,GRB2,GSK3B,HBEGF,HRAS,JUN,KRAS,MAP2K1,MAP2K2,MAP2K4,MAP2K7,MAPK1,MAPK10,MAPK3,MAPK8,MAPK9,MTOR,MYC,NCK1,NCK2,NRAS,NRG1,NRG2,NRG3,NRG4,PAK1,PAK2,PAK3,PAK4,PAK5,PAK6,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PLCG1,PLCG2,PRKCA,PRKCB,PRKCG,PTK2,RAF1,RPS6KB1,RPS6KB2,SHC1,SHC2,SHC3,SHC4,SOS1,SOS2,SRC,STAT5A,STAT5B,TGFA
KEGG_CALCIUM_SIGNALING_PATHWAY	ADCY1,ADCY2,ADCY3,ADCY4,ADCY7,ADCY8,ADCY9,ADORA2A,ADORA2B,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ADRB3,AGTR1,ATP2A1,ATP2A2,ATP2A3,ATP2B1,ATP2B2,ATP2B3,ATP2B4,AVPR1A,AVPR1B,BDKRB1,BDKRB2,BST1,CACNA1A,CACNA1B,CACNA1C,CACNA1D,CACNA1E,CACNA1F,CACNA1G,CACNA1H,CACNA1I,CACNA1S,CALM1,CALM2,CALM3,CALML3,CALML5,CALML6,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CCKAR,CCKBR,CD38,CHP1,CHP2,CHRM1,CHRM2,CHRM3,CHRM5,CHRNA7,CYSLTR1,CYSLTR2,DRD1,DRD5,EDNRA,EDNRB,EGFR,ERBB2,ERBB3,ERBB4,F2R,GNA11,GNA14,GNA15,GNAL,GNAQ,GNAS,GRIN1,GRIN2A,GRIN2C,GRIN2D,GRM1,GRM5,GRPR,HRH1,HRH2,HTR2A,HTR2B,HTR2C,HTR4,HTR5A,HTR6,HTR7,ITPKA,ITPKB,ITPR1,ITPR2,ITPR3,LHCGR,LTB4R2,MYLK,MYLK2,MYLK3,NOS1,NOS2,NOS3,NTSR1,OXTR,P2RX1,P2RX2,P2RX3,P2RX4,P2RX5,P2RX6,P2RX7,PDE1A,PDE1B,PDE1C,PDGFRA,PDGFRB,PHKA1,PHKA2,PHKB,PHKG1,PHKG2,PLCB1,PLCB2,PLCB3,PLCB4,PLCD1,PLCD3,PLCD4,PLCE1,PLCG1,PLCG2,PLCZ1,PLN,PPID,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKACA,PRKACB,PRKACG,PRKCA,PRKCB,PRKCG,PRKX,PTAFR,PTGER1,PTGER3,PTGFR,PTK2B,RYR1,RYR2,RYR3,SLC25A31,SLC25A4,SLC25A5,SLC25A6,SLC8A1,SLC8A2,SLC8A3,SPHK1,SPHK2,TACR1,TACR2,TACR3,TBXA2R,TNNC1,TNNC2,TRHR,TRPC1,VDAC1,VDAC2,VDAC3
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	ACVR1,ACVR1B,ACVR2A,ACVR2B,ACVRL1,AMH,AMHR2,BMP2,BMP7,BMPR1A,BMPR1B,BMPR2,CCL1,CCL11,CCL13,CCL14,CCL15,CCL16,CCL17,CCL18,CCL19,CCL2,CCL20,CCL21,CCL22,CCL23,CCL24,CCL25,CCL26,CCL27,CCL28,CCL3,CCL3L1,CCL3L3,CCL4,CCL4L2,CCL5,CCL7,CCL8,CCR1,CCR10,CCR2,CCR3,CCR4,CCR5,CCR6,CCR7,CCR8,CCR9,CD27,CD40,CD40LG,CD70,CLCF1,CNTF,CNTFR,CRLF2,CSF1,CSF1R,CSF2,CSF2RA,CSF2RB,CSF3,CSF3R,CTF1,CX3CL1,CX3CR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL14,CXCL16,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,CXCL9,CXCR1,CXCR2,CXCR3,CXCR4,CXCR5,CXCR6,EDA,EDA2R,EDAR,EGF,EGFR,EPO,EPOR,FAS,FASLG,FLT1,FLT3,FLT3LG,FLT4,GDF5,GH1,GH2,GHR,HGF,IFNA1,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IFNE,IFNG,IFNGR1,IFNGR2,IFNK,IFNL1,IFNL2,IFNL3,IFNLR1,IFNW1,IL10,IL10RA,IL10RB,IL11,IL11RA,IL12A,IL12B,IL12RB1,IL12RB2,IL13,IL13RA1,IL15,IL15RA,IL17A,IL17B,IL17RA,IL17RB,IL18,IL18R1,IL18RAP,IL19,IL1A,IL1B,IL1R1,IL1R2,IL1RAP,IL2,IL20,IL20RA,IL20RB,IL21,IL21R,IL22,IL22RA1,IL22RA2,IL23A,IL23R,IL24,IL25,IL26,IL2RA,IL2RB,IL2RG,IL3,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL6ST,IL7,IL7R,IL9,IL9R,INHBA,INHBB,INHBC,INHBE,KDR,KIT,KITLG,LEP,LEPR,LIF,LIFR,LTA,LTB,LTBR,MET,MPL,NGFR,OSM,OSMR,PDGFA,PDGFB,PDGFC,PDGFRA,PDGFRB,PF4,PF4V1,PLEKHO2,PPBP,PPBPP1,PRL,PRLR,RELT,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TNF,TNFRSF10A,TNFRSF10B,TNFRSF10C,TNFRSF10D,TNFRSF11A,TNFRSF11B,TNFRSF12A,TNFRSF13B,TNFRSF13C,TNFRSF14,TNFRSF17,TNFRSF18,TNFRSF19,TNFRSF1A,TNFRSF1B,TNFRSF21,TNFRSF25,TNFRSF4,TNFRSF6B,TNFRSF8,TNFRSF9,TNFSF10,TNFSF11,TNFSF12,TNFSF13,TNFSF13B,TNFSF14,TNFSF15,TNFSF18,TNFSF4,TNFSF8,TNFSF9,TPO,TSLP,VEGFA,VEGFB,VEGFC,VEGFD,XCL1,XCL2,XCR1
KEGG_CHEMOKINE_SIGNALING_PATHWAY	ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,AKT1,AKT2,AKT3,ARRB1,ARRB2,BCAR1,BRAF,CCL1,CCL11,CCL13,CCL14,CCL15,CCL16,CCL17,CCL18,CCL19,CCL2,CCL20,CCL21,CCL22,CCL23,CCL24,CCL25,CCL26,CCL27,CCL28,CCL3,CCL3L1,CCL3L3,CCL4,CCL4L2,CCL5,CCL7,CCL8,CCR1,CCR10,CCR2,CCR3,CCR4,CCR5,CCR6,CCR7,CCR8,CCR9,CDC42,CHUK,CRK,CRKL,CSK,CX3CL1,CX3CR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL14,CXCL16,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,CXCL9,CXCR1,CXCR2,CXCR3,CXCR4,CXCR5,CXCR6,DOCK2,ELMO1,FGR,FOXO3,GNAI1,GNAI2,GNAI3,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GRB2,GRK1,GRK2,GRK3,GRK4,GRK5,GRK6,GRK7,GSK3A,GSK3B,HCK,HRAS,IKBKB,IKBKG,ITK,JAK2,JAK3,KRAS,LYN,MAP2K1,MAPK1,MAPK3,NCF1,NFKB1,NFKBIA,NFKBIB,NRAS,PAK1,PARD3,PF4,PF4V1,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PLCB1,PLCB2,PLCB3,PLCB4,PPBP,PPBPP1,PREX1,PRKACA,PRKACB,PRKACG,PRKCB,PRKCD,PRKCZ,PRKX,PTK2,PTK2B,PXN,RAC1,RAC2,RAF1,RAP1A,RAP1B,RASGRP2,RELA,RHOA,ROCK1,ROCK2,SHC1,SHC2,SHC3,SHC4,SOS1,SOS2,STAT1,STAT2,STAT3,STAT5B,TIAM1,TIAM2,VAV1,VAV2,VAV3,WAS,WASL,XCL1,XCL2,XCR1
