GO_MF	Gene_Size	Gene_List
GO:0000981:DNA-binding transcription factor activity, RNA polymerase II-specific	896	A0A0A6YYK5,A0A1W2PRP0,ADNP,ADNP2,AEBP2,AHCTF1,AHR,AHRR,AIRE,AKNA,ALX1,ALX3,ALX4,ANHX,AR,ARGFX,ARNT,ARNT2,ARNTL,ARNTL2,ARX,ASCL1,ASCL2,ASCL3,ASCL4,ASCL5,ASH1L,ATF1,ATF2,ATF3,ATF4,ATF5,ATF6,ATF6B,ATF7,ATOH1,ATOH7,ATOH8,BACH1,BACH2,BARHL1,BARHL2,BARX1,BARX2,BATF,BATF2,BATF3,BBX,BHLHA15,BHLHA9,BHLHE22,BHLHE23,BHLHE40,BHLHE41,BMPR1A,BORCS8-MEF2B,BSX,CAMTA1,CAMTA2,CBFB,CC2D1A,CC2D1B,CDC5L,CDX1,CDX2,CDX4,CEBPA,CEBPB,CEBPD,CEBPE,CEBPG,CEBPZ,CIC,CLOCK,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,CREBL2,CREBRF,CREBZF,CREM,CRX,CSRNP1,CSRNP2,CSRNP3,CUX2,DACH2,DBP,DBX1,DBX2,DDIT3,DDN,DEAF1,DLX1,DLX2,DLX3,DLX4,DLX5,DLX6,DMBX1,DMRT1,DMRT2,DMRT3,DMRTA1,DMRTA2,DMRTB1,DMRTC1,DMRTC2,DMTF1,DPRX,DR1,DRGX,DUX4L2,DUX4L3,DUX4L4,DUX4L5,DUX4L6,DUX4L7,DUXA,E2F1,E2F2,E2F3,E2F4,E2F5,E2F6,E2F7,E2F8,EBF1,EBF2,EBF3,EBF4,EGR1,EGR2,EGR3,EGR4,EHF,ELF1,ELF2,ELF3,ELF4,ELF5,ELK1,ELK3,ELK4,EMX1,EMX2,EN1,EN2,EOMES,EPAS1,ERF,ERFL,ERG,ESR1,ESR2,ESRRA,ESRRB,ESRRG,ESX1,ETS1,ETS2,ETV1,ETV2,ETV3,ETV3L,ETV4,ETV5,ETV6,ETV7,EVX1,EVX2,EZH1,EZH2,FERD3L,FEV,FIGLA,FLI1,FOS,FOSB,FOSL1,FOSL2,FOXA1,FOXA2,FOXA3,FOXB1,FOXB2,FOXC1,FOXC2,FOXD1,FOXD2,FOXD3,FOXD4,FOXD4L1,FOXD4L3,FOXD4L4,FOXD4L5,FOXD4L6,FOXE1,FOXE3,FOXF1,FOXF2,FOXG1,FOXH1,FOXI1,FOXI2,FOXI3,FOXJ1,FOXJ2,FOXJ3,FOXK1,FOXK2,FOXL1,FOXL2,FOXM1,FOXN1,FOXN2,FOXN3,FOXN4,FOXO1,FOXO3,FOXO4,FOXO6,FOXP1,FOXP2,FOXP3,FOXP4,FOXQ1,FOXR1,FOXR2,FOXS1,GABPA,GATA1,GATA2,GATA3,GATA4,GATA5,GATA6,GBX1,GBX2,GCM1,GCM2,GLI1,GLI2,GLI3,GLIS1,GLIS2,GLIS3,GMEB1,GMEB2,GON4L,GRHL1,GRHL2,GRHL3,GSC,GSC2,GSX1,GSX2,GTF2IRD1,HAND1,HAND2,HBP1,HDX,HELT,HES1,HES2,HES3,HES4,HES5,HES6,HES7,HESX1,HEY1,HEY2,HEYL,HHEX,HIF1A,HIF3A,HLF,HLX,HMBOX1,HMX1,HMX2,HMX3,HNF1A,HNF1B,HNF4A,HNF4G,HOMEZ,HOPX,HOXA1,HOXA10,HOXA11,HOXA13,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXB1,HOXB13,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXC10,HOXC11,HOXC12,HOXC13,HOXC4,HOXC5,HOXC6,HOXC8,HOXC9,HOXD1,HOXD10,HOXD11,HOXD12,HOXD13,HOXD3,HOXD4,HOXD8,HOXD9,HSF1,HSF2,HSF4,HSF5,HSFX1,HSFX3,HSFY1,ID1,ID2,ID3,ID4,IRF1,IRF2,IRF3,IRF4,IRF5,IRF6,IRF7,IRF8,IRF9,IRX1,IRX2,IRX3,IRX4,IRX5,IRX6,ISL1,ISL2,ISX,JDP2,JUN,JUNB,JUND,KDM5A,KLF1,KLF10,KLF11,KLF12,KLF13,KLF14,KLF15,KLF16,KLF17,KLF18,KLF2,KLF3,KLF4,KLF5,KLF6,KLF7,KLF8,KLF9,KMT2A,LBX1,LBX2,LCOR,LCORL,LEF1,LEUTX,LHX1,LHX2,LHX3,LHX4,LHX5,LHX6,LHX8,LHX9,LMO2,LMX1A,LMX1B,LYL1,M0R3H8,MAEL,MAF,MAFA,MAFB,MAFF,MAFG,MAFK,MAX,MAZ,MEF2A,MEF2B,MEF2C,MEF2D,MEIS1,MEIS2,MEIS3,MEIS3P1,MEIS3P2,MEOX1,MEOX2,MESP1,MESP2,MGA,MIDEAS,MIER1,MIER3,MITF,MIXL1,MKX,MLLT1,MLLT3,MLX,MLXIP,MLXIPL,MNT,MNX1,MSC,MSGN1,MSX1,MSX2,MTF1,MXD1,MXD3,MXD4,MXI1,MYB,MYBL1,MYBL2,MYC,MYCL,MYCN,MYEF2,MYF5,MYF6,MYOD1,MYOG,MYPOP,MYRF,MYT1,MYT1L,NANOG,NANOGNB,NCOA1,NCOA2,NCOA3,NEUROD1,NEUROD2,NEUROD4,NEUROD6,NEUROG1,NEUROG2,NEUROG3,NFAT5,NFATC1,NFATC2,NFATC3,NFATC4,NFE2,NFE2L1,NFE2L2,NFE2L3,NFIA,NFIB,NFIC,NFIL3,NFIX,NFKB1,NFKB2,NFX1,NFXL1,NFYA,NFYB,NFYC,NHLH1,NHLH2,NKX1-1,NKX1-2,NKX2-1,NKX2-2,NKX2-3,NKX2-4,NKX2-5,NKX2-6,NKX2-8,NKX3-1,NKX3-2,NKX6-1,NKX6-2,NKX6-3,NOBOX,NOTO,NPAS1,NPAS2,NPAS3,NPAS4,NR0B1,NR0B2,NR1D1,NR1D2,NR1H2,NR1H3,NR1H4,NR1I2,NR1I3,NR2C1,NR2C2,NR2E1,NR2F1,NR2F2,NR2F6,NR3C1,NR3C2,NR4A1,NR4A2,NR4A3,NR5A1,NR5A2,NR6A1,NRL,NSD2,OLIG1,OLIG2,OLIG3,ONECUT1,ONECUT2,ONECUT3,OSR1,OTP,OTX1,OTX2,OVOL3,PATZ1,PAX1,PAX2,PAX3,PAX4,PAX5,PAX6,PAX7,PAX8,PAX9,PBX1,PBX2,PBX3,PBX4,PCBP1,PDX1,PGR,PHB,PHF20,PHOX2A,PHOX2B,PITX1,PITX2,PITX3,PKNOX1,PKNOX2,POU1F1,POU2F1,POU2F2,POU2F3,POU3F1,POU3F2,POU3F3,POU3F4,POU4F1,POU4F2,POU4F3,POU5F1,POU5F1B,POU5F2,POU6F1,POU6F2,PPARA,PPARD,PPARG,PRDM12,PRDM2,PRDM4,PRDM5,PROP1,PROX1,PROX2,PRRX1,PRRX2,PTF1A,PTH,PTTG1,PURA,QRICH1,RARA,RARB,RARG,RAX,RAX2,RBPJ,RBPJL,RCOR1,RCOR2,RCOR3,REL,RELA,RELB,RERE,RFX1,RFX2,RFX3,RFX4,RFX5,RFX6,RFX7,RFX8,RHOXF1,RHOXF2,RHOXF2B,RORA,RORB,RORC,RUNX1,RUNX2,RUNX3,RXRA,RXRB,RXRG,SATB1,SATB2,SCX,SEBOX,SHOX,SHOX2,SIM1,SIM2,SIX1,SIX2,SIX3,SIX4,SIX5,SIX6,SKI,SKIL,SKOR1,SKOR2,SLC30A9,SMAD1,SMAD2,SMAD3,SMAD4,SMAD5,SMAD6,SMAD7,SMAD9,SNAPC4,SOHLH1,SOHLH2,SOX1,SOX10,SOX11,SOX12,SOX13,SOX14,SOX15,SOX17,SOX18,SOX2,SOX21,SOX3,SOX30,SOX4,SOX5,SOX6,SOX7,SOX8,SOX9,SP1,SP100,SP110,SP140L,SP2,SP3,SP4,SP5,SP6,SP7,SP8,SP9,SPDEF,SPI1,SPIB,SPIC,SREBF1,SREBF2,SRF,SRY,ST18,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,TAL1,TAL2,TBR1,TBX1,TBX10,TBX15,TBX18,TBX19,TBX2,TBX20,TBX21,TBX22,TBX3,TBX4,TBX5,TBX6,TBXT,TCF12,TCF15,TCF21,TCF23,TCF24,TCF3,TCF4,TCF7,TCF7L1,TCF7L2,TCFL5,TEAD1,TEAD2,TEAD3,TEAD4,TEF,TFAP2A,TFAP2B,TFAP2C,TFAP2D,TFAP2E,TFAP4,TFCP2,TFCP2L1,TFDP1,TFDP2,TFDP3,TFE3,TFEB,TFEC,TGIF1,TGIF2,TGIF2LX,TGIF2LY,THAP1,THAP10,THAP11,THAP12,THAP2,THAP3,THAP4,THAP5,THAP6,THAP7,THAP8,THAP9,THRA,THRB,TLE4,TLX1,TLX2,TLX3,TOX2,TP53,TP63,TP73,TPRX1,TRERF1,TRPS1,TSC22D1,TSC22D2,TSC22D3,TSC22D4,TSHZ1,TSHZ2,TSHZ3,TWIST1,TWIST2,UBP1,UBTF,UNCX,USF1,USF2,USF3,VAX1,VAX2,VDR,VENTX,VGLL1,VGLL2,VGLL3,VSX1,VSX2,WT1,XBP1,YBX1,YBX3,ZBED1,ZBED2,ZBED3,ZBED4,ZBED5,ZBED6,ZBTB22,ZBTB24,ZBTB32,ZBTB33,ZBTB34,ZBTB37,ZBTB43,ZBTB46,ZBTB5,ZBTB8B,ZC3H4,ZC3H6,ZC3H8,ZEB1,ZEB2,ZFHX2,ZFHX3,ZFHX4,ZFP36L1,ZFP36L2,ZFPM1,ZFPM2,ZFX,ZFY,ZGLP1,ZGPAT,ZHX1,ZHX2,ZHX3,ZIC1,ZIC2,ZIC3,ZIC4,ZIC5,ZKSCAN2,ZMYM1,ZMYM2,ZMYM3,ZMYM4,ZMYM5,ZMYM6,ZNF142,ZNF174,ZNF335,ZNF367,ZNF396,ZNF414,ZNF446,ZNF487,ZNF511,ZNF524,ZNF541,ZNF580,ZNF653,ZNF705A,ZNF711,ZNF740,ZNFX1,ZSCAN1,ZSCAN20,ZZZ3
GO:0000987:cis-regulatory region sequence-specific DNA binding	48	ATF2,CREBBP,CXXC1,DMRT1,E2F1,E2F2,E2F3,E2F7,E2F8,ESRRB,FOXN4,GATA2,GATA3,HMGA1,HMGB2,HNF1B,ISL1,KLF1,KLF4,LHX1,LMO4,MIXL1,MTF1,NFE2,NFE4,NKX2-2,PAX2,RB1,SMAD3,SMAD4,SOX11,SOX8,SOX9,SP1,SP3,TBP,TEAD1,TFAP2A,TFAP2B,TFCP2,TFDP1,UHRF1,XBP1,YY1,YY2,ZBTB7B,ZNF516,ZNF704
GO:0000993:RNA polymerase II complex binding	31	AGO1,AGO2,CCAR2,CDC73,CTR9,DHX9,ELOF1,ELP2,ELP4,ERCC5,ESRRB,GTF2B,GTF2E1,HNRNPU,NCOA3,PAF1,PCF11,RECQL5,RPRD1A,RPRD1B,RPRD2,RTRAF,SCAF8,SMYD2,SMYD3,SUPT4H1,URI1,UVSSA,WAC,WDR43,ZNF326
GO:0000995:RNA polymerase III general transcription initiation factor activity	2	SNAPC5,TBP
GO:0001006:RNA polymerase III type 3 promoter sequence-specific DNA binding	3	BRF1,BRF2,SNAPC3
GO:0001012:RNA polymerase II regulatory region DNA binding	10	ATXN3,NCOA1,NCOR1,NCOR1P1,NCOR2,NKX2-1,RB1,RBL1,RBL2,TXK
GO:0001016:RNA polymerase III regulatory region DNA binding	3	PRDX5,TBP,TBPL2
GO:0001018:mitochondrial promoter sequence-specific DNA binding	3	LONP1,POLRMT,TFAM
GO:0001030:RNA polymerase III type 1 promoter DNA binding	3	MAF1,MTOR,RPTOR
GO:0001031:RNA polymerase III type 2 promoter DNA binding	3	MAF1,MTOR,RPTOR
GO:0001032:RNA polymerase III type 3 promoter DNA binding	4	BRF2,MAF1,MTOR,RPTOR
GO:0001042:RNA polymerase I core binding	7	ERBB2,NOLC1,RRN3,RRN3P1,RRN3P2,SPTY2D1,TCOF1
GO:0001046:core promoter sequence-specific DNA binding	5	FOXP1,HDAC1,KLF10,NRF1,TP53
GO:0001047:core promoter binding	13	AGO1,AGO2,DR1,ELK4,GTF2B,MMP12,MYC,NPM1,NR3C1,PARK7,SNAPC3,TBP,ZBTB17
GO:0001054:RNA polymerase I activity	2	POLR1A,POLR1C
GO:0001055:RNA polymerase II activity	4	POLR2A,POLR2J,POLR2J2,POLR2J3
GO:0001069:regulatory region RNA binding	2	DHX9,MBNL1
GO:0001085:RNA polymerase II transcription factor binding	56	ANKRD1,AR,ATF4,ATN1,CREBBP,CTNNB1,DACT1,DHX9,ELK1,EP300,FBP1,GATA1,GATA4,GBX2,GFI1B,GSC,GSK3B,HCLS1,HDAC1,HDAC4,HDAC5,ID4,KDM1A,KLF4,LHX3,MAMSTR,MEF2A,MIXL1,MTA2,MTDH,NFATC1,PIAS1,PIAS2,PIAS3,PIAS4,PITX1,PITX2,PITX3,POU1F1,PRDM13,RERE,SMAD4,SPEN,SPI1,TAL1,TBX20,TBX3,TBX6,TBXT,TEAD3,TP53,WWP2,ZFPM1,ZFPM2,ZMIZ1,ZMIZ2
GO:0001093:TFIIB-class transcription factor binding	3	ESR1,TBP,TCF4
GO:0001094:TFIID-class transcription factor complex binding	11	AHR,EDF1,ERCC1,ERCC4,FBL,NOP58,RUVBL1,RUVBL2,TAF2,TP53,ZNHIT6
GO:0001096:TFIIF-class transcription factor complex binding	2	CTDP1,GTF2F1
GO:0001097:TFIIH-class transcription factor complex binding	2	HNRNPU,TAF7
GO:0001102:RNA polymerase II activating transcription factor binding	53	ATF2,BEX1,BHLHE40,BHLHE41,CREB1,CREBBP,CTNNB1,DUSP26,EGR2,EOMES,EP300,EXOSC9,FOS,HEY2,HIPK2,HNF4A,IFI27,ISL1,JUN,LDB1,LDB2,LMO2,MAD2L2,MGA,NCOR1,NEUROD1,NFE2L2,NHLH2,PITX2,POU1F1,RB1,RBL1,RBL2,SETD3,SIN3A,SMAD3,TBR1,TBX1,TBX10,TBX15,TBX18,TBX19,TBX2,TBX20,TBX21,TBX22,TBX3,TBX4,TBX5,TBX6,TBXT,TP53BP1,ZFPM1
GO:0001103:RNA polymerase II repressing transcription factor binding	35	BBS1,BBS10,BBS2,BBS4,BBS5,BBS7,CHD4,DDRGK1,DMAP1,GATA6,GSC,GTF2A1,GTF2A2,HDAC1,HDAC2,MIER1,MIER2,MIER3,MIXL1,MKKS,MTA1,MTA2,MTA3,PPARA,PPARD,PPARG,RBBP8,RBPJ,SIN3A,SP1,STAT3,TBP,TCERG1,TCF7L2,TTC8
GO:0001147:transcription termination site sequence-specific DNA binding	2	SETX,XRN2
GO:0001156:TFIIIC-class transcription factor complex binding	3	BDP1,MTOR,RPTOR
GO:0001161:intronic transcription regulatory region sequence-specific DNA binding	3	BCL6,GRHL2,NKX2-1
GO:0001162:RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding	13	EMX1,EMX2,GSX1,HSF1,HSF2,NCOA2,NOTO,RXRA,SMYD3,VAX1,VAX2,ZC3H8,ZNF350
GO:0001164:RNA polymerase I core promoter sequence-specific DNA binding	8	BAZ2A,PIH1D1,RRN3,SMARCA4,SMARCB1,TAF1B,TAF1C,UBTF
GO:0001165:RNA polymerase I cis-regulatory region sequence-specific DNA binding	2	PIH1D1,UBTF
GO:0001181:RNA polymerase I general transcription initiation factor activity	3	RRN3,RRN3P1,RRN3P2
GO:0001216:DNA-binding transcription activator activity	6	E2F1,E2F3,E2F4,E2F5,SOX10,ZNF341
GO:0001217:DNA-binding transcription repressor activity	3	SOX13,SOX6,TCF7
GO:0001221:transcription cofactor binding	7	BAIAP2,CHD6,FOXO3,KLF4,LMO2,MAFK,NFE2L2
GO:0001222:transcription corepressor binding	12	CDC5L,FAM89B,HDGF,NEK6,NR1D1,PER1,PER2,PER3,PHF12,RORA,SIX3,ZBTB7A
GO:0001223:transcription coactivator binding	23	AHR,CCNT2,CDK9,ESR1,FOXC1,FOXO1,MED25,NR4A3,PASD1,PPARA,PPARD,RORA,RORC,RPL23,SIX1,SMAD3,SMAD4,TEAD2,TERT,TFAM,VGLL4,ZBTB17,ZBTB49
GO:0001225:RNA polymerase II transcription coactivator binding	3	CREB1,NFATC1,RELA
GO:0001227:DNA-binding transcription repressor activity, RNA polymerase II-specific	259	AEBP1,AEBP2,ARID5A,ARID5B,ARX,ASCL1,ASCL2,ASCL3,ATF3,BACH1,BACH2,BATF3,BCL11A,BCL6,BCL6B,BHLHE40,BHLHE41,BTG2,CC2D1A,CC2D1B,CDX2,CEBPB,CGGBP1,CHCHD3,CNBP,CREB3L1,CREM,CTCF,CUX2,DACH1,DEAF1,DLX4,DMBX1,E2F6,E2F7,E2F8,E4F1,ELK3,EMX1,EMX2,EN1,ENO1,ESRRA,ESX1,ETS2,ETV3,ETV3L,ETV6,ETV7,FERD3L,FEZF1,FEZF2,FOXD3,FOXK1,FOXK2,FOXO1,FOXO3,FOXP2,FOXQ1,FOXS1,GATA3,GCFC2,GFI1,GLIS1,GSC,GSX1,GZF1,HAND1,HBP1,HELT,HES1,HES2,HES3,HES4,HES5,HES6,HES7,HESX1,HEY1,HEY2,HEYL,HHEX,HIC1,HINFP,HIVEP1,HMBOX1,HMGA2,HMX1,HOXA2,HOXB13,HOXB8,HOXD9,HSF1,IFI16,IKZF5,INSM1,INSM2,IRF3,IRF8,IRX1,IRX2,IRX3,IRX4,IRX5,IRX6,JARID2,JDP2,KCNIP3,KLF12,KLF16,KLF8,LRRFIP1,MAFK,MAX,MECP2,MITF,MKX,MLX,MLXIPL,MNT,MSC,MSX1,MSX2,MXD1,MXD3,MXI1,MYC,MYPOP,MYT1L,MZF1,NACC1,NACC2,NEUROG3,NFATC2,NFATC3,NFATC4,NFE2L3,NFIL3,NFKB1,NFX1,NKX3-2,NKX6-1,NKX6-2,NOTO,NR1D1,NR1D2,NR2C1,NR2E1,NR2F1,NR2F6,NR3C1,OVOL1,OVOL2,OVOL3,PATZ1,PAX6,PCBP3,PCGF6,PHF6,POU4F2,POU5F1,POU6F1,PPARA,PPARD,PPARG,PRDM1,PRDM2,PRDM5,PRKN,PROP1,PROX1,PRRX1,PURA,PURB,PURG,RCOR1,RELA,REST,RORC,SALL1,SARNP,SATB1,SCRT1,SCRT2,SKIL,SMAD5,SNAI1,SNAI2,SNAI3,SOX30,SOX6,SP2,SP3,SP5,SPI1,SREBF2,TBX15,TBX18,TBX2,TBX21,TBX3,TCF21,TCF3,TCF7,TCFL5,TFAP2A,TFAP2C,TGIF1,TGIF2,TGIF2LX,TGIF2LY,THAP1,THAP11,VAX1,VAX2,VRTN,YBX3,YY1,ZBTB12,ZBTB14,ZBTB16,ZBTB2,ZBTB20,ZBTB21,ZBTB26,ZBTB32,ZBTB34,ZBTB37,ZBTB4,ZBTB45,ZBTB5,ZBTB6,ZBTB7A,ZC3H8,ZEB1,ZEB2,ZFHX3,ZFP90,ZFPM1,ZGPAT,ZKSCAN3,ZNF131,ZNF140,ZNF148,ZNF175,ZNF202,ZNF205,ZNF217,ZNF219,ZNF224,ZNF239,ZNF263,ZNF281,ZNF350,ZNF536,ZNF589,ZNF668,ZNF692,ZNF746
GO:0001228:DNA-binding transcription activator activity, RNA polymerase II-specific	454	AIRE,AKNA,AKNAD1,ALX1,ALX4,AR,ARID3A,ARID3B,ARID3C,ARNT2,ARNTL,ATF1,ATF2,ATF3,ATF4,ATF5,ATF6,ATF6B,ATMIN,ATOH1,BACH1,BARHL1,BARHL2,BARX1,BARX2,BATF,BCL11B,BHLHA15,CARF,CCDC160,CDC5L,CDX1,CDX4,CEBPA,CEBPB,CEBPD,CEBPE,CEBPG,CEBPZ,CLOCK,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREBRF,CRX,CSRNP1,CSRNP2,CSRNP3,CTCFL,DBP,DDIT3,DLX2,DLX3,DLX5,DMRT1,DMRT2,DUX1,DUX4,E2F2,E2F3,E2F4,EAF2,EBF1,EBF2,EBF3,EBF4,EGR1,EGR2,EGR3,EGR4,EHF,ELF1,ELF3,ELF4,ELF5,ELK1,ELK3,ELK4,EOMES,EPAS1,ERG,ESR1,ESRRA,ESRRB,ESRRG,ETS1,ETV1,ETV2,ETV4,ETV5,ETV6,FEZF2,FIGLA,FLI1,FOS,FOSB,FOSL1,FOSL2,FOXA1,FOXC1,FOXC2,FOXD1,FOXD2,FOXF1,FOXF2,FOXH1,FOXI1,FOXJ1,FOXJ2,FOXJ3,FOXK2,FOXL2,FOXN1,FOXO1,FOXO3,FOXO4,FUBP3,GABPA,GATA1,GATA2,GATA3,GATA4,GBX1,GBX2,GCM1,GCM2,GLI2,GLIS1,GLIS2,GMEB1,GRHL1,GRHL2,GRHL3,GSX1,HAND2,HDX,HEYL,HIF1A,HLF,HLTF,HMGA2,HNF1A,HNF4A,HNF4G,HNRNPK,HOXA1,HOXA10,HOXA4,HOXA5,HOXA7,HOXA9,HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB7,HOXC10,HOXC11,HOXC13,HOXC4,HOXD10,HOXD13,HOXD3,HOXD4,HOXD8,HSF2,IER2,IKZF3,IRF1,IRF2,IRF3,IRF4,IRF5,IRX6,ISL1,JUN,JUNB,JUND,KLF10,KLF13,KLF15,KLF4,KLF5,KLF6,KLF7,LEF1,LHX2,LHX3,LHX4,LITAF,LMO2,LMX1A,MACC1,MAF,MAFA,MAFB,MAFF,MAFG,MEF2A,MEF2B,MEF2C,MEF2D,MEIS1,MEIS2,MEIS3,MEIS3P1,MEIS3P2,MEOX1,MEOX2,MESP1,MESP2,MGA,MITF,MIXL1,MKX,MLXIP,MSGN1,MSX1,MTF1,MYB,MYBL1,MYBL2,MYC,MYCL,MYCLP1,MYCN,MYF5,MYF6,MYOCD,MYOD1,MYOG,MZF1,NDN,NEUROD1,NEUROD2,NEUROD6,NEUROG3,NFAT5,NFATC1,NFATC2,NFATC3,NFE2L1,NFE2L2,NFIA,NFIB,NFIC,NFKB1,NFKB2,NFYA,NFYC,NHLH1,NHLH2,NKRF,NKX2-5,NKX2-6,NKX2-8,NKX6-3,NOBOX,NOTCH1,NPAS4,NR1H2,NR1H4,NR1I2,NR1I3,NR2C2,NR2E1,NR2E3,NR3C1,NR4A1,NR4A2,NR4A3,NR5A2,NR6A1,NRF1,NRL,NUCKS1,ONECUT1,ONECUT2,ONECUT3,OTX1,OTX2,OVOL1,OVOL2,OVOL3,PARP1,PATZ1,PAX1,PAX5,PAX6,PAX8,PAX9,PBX1,PBX2,PBX3,PBX4,PGR,PHOX2B,PITX1,PITX3,PLAG1,PLAGL1,PLAGL2,PLSCR1,POU1F1,POU2F1,POU2F2,POU2F3,POU3F1,POU3F2,POU3F3,POU3F4,POU4F1,POU4F2,POU4F3,POU5F1,POU5F1B,POU5F2,POU6F1,POU6F2,PPARA,PRDM2,PRDM4,PROP1,PTF1A,RAX,RAX2,RBPJ,RBPJL,REL,RELA,RFX2,RFX4,RFX5,RFX6,RLF,RORB,RREB1,RUNX1,RUNX2,RXRB,SALL2,SATB2,SCX,SHOX,SIX1,SIX2,SIX3,SIX4,SIX5,SMAD1,SMAD2,SMAD3,SMAD4,SOHLH1,SOHLH2,SOX1,SOX10,SOX11,SOX12,SOX17,SOX18,SOX2,SOX21,SOX30,SOX4,SOX8,SOX9,SP1,SP7,SPI1,SPIB,SPIC,SREBF1,SRF,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,TBPL1,TBR1,TBX1,TBX10,TBX15,TBX18,TBX19,TBX2,TBX20,TBX21,TBX22,TBX3,TBX4,TBX5,TBX6,TBXT,TCF12,TCF15,TCF21,TCF4,TCF7,TCF7L1,TCF7L2,TEAD1,TEAD2,TEAD3,TEAD4,TFAP2A,TFAP2B,TFAP2C,TFAP2E,TFAP4,TFCP2,TFDP1,TFDP2,TFE3,TFEC,TLX1,TLX2,TLX3,TOX2,TP53,TP63,TP73,TXK,V9GYH0,VENTX,VEZF1,WT1,YBX1,YY2,ZBED1,ZBTB17,ZBTB7B,ZEB2,ZFAT,ZIC1,ZIC3,ZNF131,ZNF143,ZNF175,ZNF24,ZNF292,ZNF300,ZNF639,ZNF654,ZNF750,ZNF76,ZSCAN21
GO:0001515:opioid peptide activity	4	CDC42EP2,PDYN,PENK,PNOC
GO:0001517:N-acetylglucosamine 6-O-sulfotransferase activity	7	CHST1,CHST2,CHST3,CHST4,CHST5,CHST6,CHST7
GO:0001530:lipopolysaccharide binding	34	ADGRB1,BPI,BPIFA2,BPIFC,CAMP,CD14,CD6,DEFB106A,DEFB114,DEFB119,DROSHA,F2,H2BC11,HMGB1,HSPD1,LBP,LTF,LY96,P2RX7,PSMA1,PSMB4,PTAFR,RNASE2,RNASE3,RNASE7,SCARB1,SELP,SFTPD,SPON2,TLR2,TLR4,TREM2,TRIL,ZRANB2
GO:0001537:N-acetylgalactosamine 4-O-sulfotransferase activity	5	CHST11,CHST13,CHST14,CHST8,CHST9
GO:0001540:amyloid-beta binding	80	ACHE,ADRB2,AGER,APBA1,APBA2,APBA3,APBB1,APBB2,APBB3,APOA1,APOE,ATP1A3,BACE1,BCHE,C1QA,CACNA1A,CACNA1B,CALCR,CD36,CD74,CHRNA7,CLSTN1,CLU,COL25A1,CRYAB,CST3,DLGAP3,EPHA4,EPHB2,FBXO2,FCGR2B,FPR2,FZD4,FZD5,FZD6,GPRASP2,GRIA1,GRIA2,GRIA3,GRIA4,GRIN1,GRIN2A,GRIN2B,GSAP,HSPG2,IAPP,IDE,INSR,ITGA2,ITGAM,ITGB2,ITM2A,ITM2B,ITM2C,KIR3DL1,LDLR,LDLRAD3,LDLRAP1,LILRB1,LILRB2,LILRB3,LRP1,LRPAP1,MAPK8IP2,MARCO,MSR1,NGFR,NLGN1,PGRMC1,PICALM,PRNP,RAMP3,SCARB1,SORL1,TGFB2,TLR2,TLR4,TLR6,TM2D1,TREM2
GO:0001588:dopamine neurotransmitter receptor activity, coupled via Gs	2	DRD1,DRD5
GO:0001591:dopamine neurotransmitter receptor activity, coupled via Gi/Go	8	DRD2,DRD3,DRD4,OR13F1,OR56A1,OR56A4,OR56A5,OR5T1
GO:0001594:trace-amine receptor activity	8	GPR21,TAAR1,TAAR2,TAAR3P,TAAR5,TAAR6,TAAR8,TAAR9
GO:0001601:peptide YY receptor activity	3	NPY1R,NPY2R,NPY5R
GO:0001602:pancreatic polypeptide receptor activity	4	NPY1R,NPY4R,NPY5R,NPY6R
GO:0001604:urotensin II receptor activity	2	GPR84,UTS2R
GO:0001605:adrenomedullin receptor activity	3	CALCRL,RAMP2,RAMP3
GO:0001607:neuromedin U receptor activity	2	NMUR1,NMUR2
GO:0001609:G protein-coupled adenosine receptor activity	5	ADORA1,ADORA2A,ADORA2B,ADORA3,P2RY12
GO:0001614:purinergic nucleotide receptor activity	7	P2RX1,P2RX2,P2RX3,P2RX4,P2RX5,P2RX6,P2RX7
