GeneA	GeneB	EdgeWeight
ABCE1	SMARCA5	0.638
ABCE1	SMC1A	0.158
ABCE1	SMC4	0.345
ABCE1	SNRPF	0.22
ABCE1	SRC	0.2
ABCE1	SRM	0.201
ABCE1	SRP9	0.259
ABCE1	STAU1	0.4
ABCE1	STRAP	0.287
ABCE1	SUPT16H	0.211
ABCE1	TCEB1	0.2
ABCE1	TFAM	0.305
ABCE1	TIMM21	0.15
ABCE1	TIMM23	0.275
ABCE1	TMPO	0.236
ABCE1	TOMM20	0.233
ABCE1	TP53	0.183
ABCE1	TSN	0.284
ABCE1	TTC37	0.337
ABCE1	TWF1	0.179
ABCE1	UBASH3A	0.399
ABCE1	UFL1	0.16
ABCE1	VAPA	0.433
ABCE1	VAPB	0.398
ABCE1	VDAC3	0.16
ABCE1	VIM	0.166
ABCE1	WDR77	0.304
ABCE1	XPO1	0.317
ABCE1	XRCC5	0.278
ABCE1	YAE1D1	0.804
ABCE1	YWHAH	0.241
ABCE1	ZNF207	0.176
ABCF1	CNOT1	0.21
ABCF1	DDX1	0.297
ABCF1	DHX9	0.924
ABCF1	DIMT1	0.437
ABCF1	DYNC1I2	0.181
ABCF1	EDC4	0.281
ABCF1	EED	0.152
ABCF1	EFTUD2	0.238
ABCF1	EIF2B2	0.301
ABCF1	EIF2B3	0.247
ABCF1	EIF2S1	0.932
ABCF1	EIF2S2	0.951
ABCF1	EIF2S3	0.912
ABCF1	EIF6	0.277
ABCF1	EMC2	0.156
ABCF1	FKBP3	0.274
ABCF1	FMNL1	0.247
ABCF1	FRYL	0.158
ABCF1	HNRNPA0	0.28
ABCF1	HNRNPA2B1	0.208
ABCF1	HNRNPM	0.249
ABCF1	HNRNPU	0.203
ABCF1	IGF2BP3	0.254
ABCF1	ILF2	0.263
ABCF1	MAP2	0.221
ABCF1	MRE11A	0.236
ABCF1	NELFB	0.346
ABCF1	NMT1	0.243
ABCF1	NOP56	0.226
ABCF1	POU5F1	0.301
ABCF1	PSMC5	0.184
ABCF1	PSMC6	0.225
ABCF1	PSMD13	0.159
ABCF1	PSMD7	0.273
ABCF1	PSMD8	0.229
ABCF1	PTBP1	0.172
ABCF1	PYHIN1	0.171
ABCF1	RFC4	0.283
ABCF1	RPGRIP1L	0.179
ABCF1	RPL27A	0.247
ABCF1	RTCB	0.223
ABCF1	SIRT7	0.22
ABCF1	SPAG6	0.435
ABCF1	SUB1	0.429
ABCF1	TBL1XR1	0.165
ABCF1	UBXN7	0.415
ABCF1	YBX3	0.227
ABCF2	ABCF3	0.569
ABCF2	ACAD9	0.79
ABCF2	AHCYL1	0.619
ABCF2	AHCYL2	0.276
ABCF2	CCNL2	0.249
ABCF2	CDC34	0.223
ABCF2	CLUH	0.523
ABCF2	DCAF13	0.208
ABCF2	DDX18	0.688
ABCF2	DDX3X	0.525
ABCF2	DKC1	0.634
ABCF2	DNAJA2	0.513
ABCF2	EFTUD1	0.498
ABCF2	EFTUD2	0.232
ABCF2	EIF2S3	0.535
ABCF2	EIF3A	0.553
ABCF2	EIF5B	0.639
ABCF2	FAF2	0.361
ABCF2	GNL1	0.543
ABCF2	HADHA	0.27
ABCF2	HNRNPA2B1	0.208
ABCF2	ILK	0.156
ABCF2	MAD2L1	0.171
ABCF2	MOV10	0.2
ABCF2	MTHFD1	0.496
ABCF2	NAT10	0.523
ABCF2	NCL	0.174
ABCF2	NOP56	0.592
ABCF2	NPM1	0.154
ABCF2	NUDCD1	0.345
ABCF2	NXF1	0.166
ABCF2	POLR1C	0.577
ABCF2	PPP1R10	0.443
ABCF2	PPP5C	0.206
ABCF2	PTGES2	0.27
ABCF2	RPL10	0.237
ABCF2	RPL6	0.507
ABCF2	SHMT2	0.283
ABCF2	SIRT6	0.458
ABCF2	SNW1	0.199
ABCF2	TM9SF4	0.151
ABCF2	UPF2	0.201
ABCF2	WDR36	0.505
ABCF2	ZC3H15	0.579
ABCF3	ATP6V1B2	0.429
ABCF3	CDC5L	0.98
ABCF3	EFTUD2	0.278
ABCF3	FCHSD2	0.227
ABCF3	GBF1	0.171
ABCF3	HNRNPF	0.172
ABCF3	HSPA5	0.215
ABCF3	INTS2	0.386
ABCF3	NLRP9	0.381
ABCF3	PPP2R1A	0.177
ABCF3	PSME3	0.327
ABCF3	SNW1	0.157
ABCF3	UPF1	0.509
ABCG1	ACSL4	0.301
ABCG1	AP1S2	0.4
ABCG1	NEDD4	0.421
ABCG2	PCDH7	0.422
ABCG2	PIM1	0.472
ABCG2	RAB7A	0.189
ABCG4	ZDHHC17	0.16
ABCG5	ABCG8	0.992
ABCG8	AGPAT2	0.19
ABCG8	CD320	0.561
ABCG8	NOTCH3	0.795
ABCG8	PTPRD	0.175
ABCG8	TMEM184B	0.248
ABCG8	TSPAN3	0.561
ABHD10	CISD3	0.177
ABHD10	FOXK1	0.204
ABHD10	FOXK2	0.206
ABHD10	HTRA2	0.15
ABHD10	INPP5K	0.33
ABHD10	KCMF1	0.36
ABHD10	MDH1	0.181
ABHD10	NFU1	0.33
ABHD10	NME4	0.177
ABHD10	PDK1	0.153
ABHD10	PITRM1	0.362
ABHD11	ACAD8	0.197
ABHD11	APP	0.167
ABHD11	BOLA1	0.187
ABHD11	BOLA3	0.187
ABHD11	C1QBP	0.261
ABHD11	CHCHD4	0.194
ABHD11	DHRS4	0.261
ABHD11	ECH1	0.195
ABHD11	FAS	0.345
ABHD11	HOGA1	0.223
ABHD11	LACTB2	0.426
ABHD11	LYPLA1	0.49
ABHD11	NME4	0.196
ABHD11	PGM1	0.423
ABHD11	WWOX	0.174
ABHD12	CPVL	0.371
ABHD12	DPP9	0.258
ABHD12	PEX19	0.186
ABHD12B	CD58	0.689
ABHD14A	BZW2	0.223
ABHD14A	CTSA	0.177
ABHD14A	ECHS1	0.497
ABHD14A	EIF6	0.217
ABHD14A	GABRG2	0.179
ABHD14A	GGT7	0.153
ABHD14A	GINS3	0.223
ABHD14A	GSS	0.232
ABHD14A	HDAC10	0.183
ABHD14A	HSPA9	0.225
ABHD14A	LIPG	0.154
ABHD14A	PAFAH1B2	0.294
ABHD14A	PFAS	0.235
ABHD14A	PPP5C	0.339
ABHD14A	RAP1GDS1	0.218
ABHD14B	TKT	0.417
ABHD15	BAG5	0.243
ABHD15	DNAJB4	0.167
ABHD15	HSPA2	0.67
ABHD15	HSPA6	0.207
ABHD15	STIP1	0.158
ABHD15	STUB1	0.188
ABHD15	WTAP	0.187
ABHD16A	AGPAT3	0.165
ABHD16A	ATP5G3	0.562
ABHD16A	CYP1A2	0.2
ABHD16A	DNAJC1	0.552
ABHD16A	FAM134C	0.228
ABHD16A	FDPS	0.244
ABHD16A	GPRC5C	0.559
ABHD16A	HM13	0.562
ABHD16A	HTR3C	0.196
ABHD16A	IFITM1	0.562
ABHD16A	IFITM3	0.211
ABHD16A	LTA	0.752
ABHD16A	MCOLN3	0.177
ABHD16A	RNF5	0.639
ABHD16A	SAFB	0.552
ABHD16A	SCNN1D	0.187
ABHD16A	SERF1A	0.209
ABHD16A	SPAG7	0.552
ABHD16A	TBC1D9	0.208
ABHD16A	TMEM147	0.552
ABHD16A	TMEM222	0.552
ABHD16A	UPF1	0.179
ABHD16A	VAMP5	0.17
ABHD17A	C5AR2	0.181
ABHD17A	GOLGA2	0.199
ABHD17A	HPGDS	0.267
ABHD17A	LPAR6	0.175
ABHD17A	TCTEX1D2	0.545
ABHD17A	TNIP1	0.15
ABHD17A	TRAF1	0.169
ABHD17A	VPS28	0.213
ABHD17B	C5AR2	0.167
ABHD17B	FAF2	0.174
ABHD17B	SFTA2	0.173
ABHD17B	TCTEX1D2	0.158
ABHD17B	TRIM16L	0.201
ABHD3	IL17RC	0.169
ABHD3	KLK15	0.28
ABHD3	MAS1	0.186
ABHD4	AURKAIP1	0.209
ABHD4	DGAT2L6	0.179
ABHD4	HTATIP2	0.171
ABHD4	REEP5	0.196
ABHD5	DGAT2L6	0.19
ABHD5	GRIA4	0.516
ABHD5	HMOX2	0.203
ABHD5	KDM4A	0.232
ABHD5	NRAS	0.185
ABHD5	PLIN1	0.994
ABHD5	PLIN2	0.909
ABHD5	PLIN3	0.75
ABHD5	PLIN5	0.857
ABHD5	PNPLA2	0.996
ABHD5	SARAF	0.183
ABHD5	SH3GLB1	0.153
ABHD5	SKAP2	0.221
ABHD5	SLC44A3	0.229
ABHD5	SNRK	0.325
ABHD5	TMEM38B	0.206
ABHD5	TPD52L2	0.817
ABHD5	TRIM59	0.333
ABHD5	ZPR1	0.258
ABHD6	FIS1	0.198
ABHD6	FSHR	0.207
ABHD6	NCS1	0.228
ABHD6	PCDHA3	0.161
ABHD6	SCAMP4	0.211
ABHD8	FNDC3B	0.16
ABHD8	LMO2	0.256
ABI1	ABI2	0.981
ABI1	ABL1	0.997
ABI1	AMZ1	0.313
ABI1	APBB1	0.462
ABI1	BAIAP2	0.986
ABI1	BRK1	0.988
ABI1	CBL	0.5
ABI1	CCDC22	0.367
ABI1	CDC123	0.386
ABI1	CDH1	0.246
ABI1	CDH23	0.567
ABI1	CGB2	0.22
ABI1	CTTN	0.673
ABI1	CYFIP1	0.996
ABI1	CYFIP2	0.999
ABI1	DTNBP1	0.441
ABI1	EIF3H	0.228
ABI1	ENAH	0.854
ABI1	EPS8	0.994
ABI1	EPS8L1	0.672
ABI1	EPS8L2	0.692
ABI1	EPS8L3	0.671
ABI1	EZR	0.209
ABI1	GAS7	0.405
ABI1	HNRNPK	0.528
ABI1	HOMER1	0.35
ABI1	HRAS	0.438
ABI1	HSPA8	0.367
ABI1	ITGA4	0.944
ABI1	KIAA1522	0.21
ABI1	LAMP1	0.181
ABI1	LHX4	0.189
ABI1	NCF1	0.393
ABI1	NCK1	0.972
ABI1	NCK2	0.689
ABI1	NCKAP1	0.998
ABI1	NCKAP1L	0.997
ABI1	NFASC	0.691
ABI1	NHSL1	0.192
ABI1	NHSL2	0.633
ABI1	NXN	0.432
ABI1	ODF3L2	0.163
ABI1	PCM1	0.176
ABI1	PCMT1	0.161
ABI1	PIK3R1	0.937
ABI1	PRKAA1	0.224
ABI1	PRPF40A	0.445
ABI1	RAPH1	0.665
ABI1	RBM15	0.189
ABI1	RYK	0.248
ABI1	SF3A3	0.466
ABI1	SOS1	0.984
ABI1	SPTA1	0.39
ABI1	SRRM1	0.176
ABI1	SSB	0.406
ABI1	TCERG1	0.356
ABI1	TIMM50	0.305
ABI1	TRIP10	0.449
ABI1	UBXN11	0.534
ABI1	VARS2	0.219
ABI1	VASP	0.801
ABI1	WASF1	0.998
ABI1	WASF2	0.999
ABI1	WASF3	0.99
ABI1	WASL	0.996
ABI1	ZNF511	0.267
ABI2	ABI3	0.176
ABI2	ABL1	0.998
ABI2	ABL2	0.915
ABI2	ADAM19	0.371
ABI2	AMZ1	0.683
ABI2	APPL2	0.296
ABI2	BLOC1S5	0.159
ABI2	BRK1	0.999
ABI2	CAP1	0.158
ABI2	CASKIN2	0.72
ABI2	CBLC	0.727
ABI2	CCDC22	0.321
ABI2	CCDC36	0.429
ABI2	CCDC53	0.174
ABI2	CDK6	0.212
ABI2	CGB2	0.581
ABI2	CYFIP1	0.999
ABI2	CYFIP2	0.996
ABI2	DCTN2	0.154
ABI2	DTNB	0.529
ABI2	EFS	0.166
ABI2	EIF3H	0.177
ABI2	ENAH	0.612
ABI2	EPS8L1	0.493
ABI2	GRN	0.272
ABI2	HHEX	0.153
ABI2	HNRNPK	0.218
ABI2	HOMER3	0.512
ABI2	IKBIP	0.186
ABI2	KIAA0355	0.228
ABI2	KIAA1522	0.625
ABI2	KRT15	0.156
ABI2	KRT31	0.15
ABI2	KRT33B	0.159
ABI2	LHX4	0.311
ABI2	MRPL44	0.238
ABI2	NCK1	0.934
ABI2	NCK2	0.644
ABI2	NCKAP1	0.995
ABI2	NCKAP1L	0.981
ABI2	NCKIPSD	0.913
ABI2	NFASC	0.174
ABI2	NHSL1	0.754
ABI2	NHSL2	0.632
ABI2	NTRK1	0.27
ABI2	OBSL1	0.15
ABI2	PAK2	0.313
ABI2	PCDH10	0.569
ABI2	PCM1	0.277
ABI2	PRR16	0.221
ABI2	PTPRE	0.274
ABI2	PTPRU	0.217
ABI2	RAPH1	0.867
ABI2	SDCBP	0.256
ABI2	SNAP91	0.202
ABI2	SORBS3	0.185
ABI2	TCF4	0.171
ABI2	TIMM50	0.571
ABI2	TPM1	0.27
ABI2	TRAF3IP1	0.163
ABI2	TRIM32	0.709
ABI2	UBXN11	0.558
ABI2	VARS2	0.206
ABI2	VASP	0.359
ABI2	VCL	0.275
ABI2	WASF1	0.999
ABI2	WASF2	0.994
ABI2	WASF3	0.989
ABI2	WASL	0.975
ABI2	WIPF1	0.926
ABI2	ZNF511	0.771
ABI3	ABI3BP	0.975
ABI3	ARHGAP9	0.26
ABI3	BLOC1S5	0.351
ABI3	CENPQ	0.227
ABI3	CEP44	0.175
ABI3	DTNB	0.221
ABI3	DTNBP1	0.302
ABI3	EIF3H	0.185
ABI3	ENAH	0.517
ABI3	EVL	0.415
ABI3	FARSA	0.252
ABI3	HOMER1	0.218
ABI3	IFT20	0.236
ABI3	NCK2	0.18
ABI3	NHSL2	0.198
ABI3	NUPL1	0.394
ABI3	PAK1	0.313
ABI3	PAK2	0.319
ABI3	RUNX1T1	0.163
ABI3	SH3BP1	0.178
ABI3	SNAP23	0.239
ABI3	TMEM147	0.213
ABI3	VARS2	0.308
ABI3	VASP	0.271
ABI3	WAS	0.692
ABI3	WASF1	0.649
ABI3	WASF2	0.858
ABI3BP	GRK5	0.164
ABI3BP	TFG	0.185
ABL1	ABL2	0.938
ABL1	ACTA1	0.476
ABL1	ANKRA2	0.42
ABL1	AP2A1	0.269
ABL1	AP2B1	0.31
ABL1	AP2M1	0.167
ABL1	ARHGAP17	0.389
ABL1	ATM	0.988
ABL1	ATR	0.957
ABL1	BAG1	0.234
ABL1	BAIAP2	0.903
ABL1	BCAR1	0.688
ABL1	BCL2L1	0.814
ABL1	BCR	0.979
ABL1	BMP2K	0.237
ABL1	BNIP2	0.912
ABL1	BRCA1	0.965
ABL1	CABLES1	0.952
ABL1	CABLES2	0.945
ABL1	CAP1	0.954
ABL1	CAP2	0.938
ABL1	CASP9	0.787
ABL1	CAT	0.56
ABL1	CBL	0.891
ABL1	CBLB	0.439
ABL1	CCND2	0.952
ABL1	CDC42	0.963
ABL1	CDH15	0.901
ABL1	CDH2	0.918
ABL1	CDK1	0.552
ABL1	CDK5	0.953
ABL1	CDKN1A	0.962
ABL1	CDKN1B	0.955
ABL1	CDON	0.944
ABL1	CLASP1	0.932
ABL1	CLASP2	0.932
ABL1	CREB1	0.492
ABL1	CRK	0.996
ABL1	CRKL	0.977
ABL1	CTNNA1	0.91
ABL1	CTNNA2	0.901
ABL1	CTNNB1	0.98
ABL1	CUL4A	0.323
ABL1	CUL4B	0.244
ABL1	DAPK1	0.157
ABL1	DDB1	0.486
ABL1	DDX5	0.466
ABL1	DOK1	0.812
ABL1	DOK2	0.643
ABL1	DRG1	0.205
ABL1	DVL2	0.563
ABL1	EEF1G	0.267
ABL1	EGFR	0.605
ABL1	EIF2A	0.228
ABL1	EMD	0.32
ABL1	EPHA3	0.886
ABL1	EPHB2	0.887
ABL1	EPS15	0.517
ABL1	ERBB2	0.483
ABL1	ERBB3	0.375
ABL1	ERBB4	0.404
ABL1	ERCC6	0.192
ABL1	EVL	0.552
ABL1	EWSR1	0.501
ABL1	FBXO7	0.17
ABL1	FGFR1OP	0.601
ABL1	FOS	0.769
ABL1	FUS	0.36
ABL1	GAB3	0.411
ABL1	GPX1	0.677
ABL1	GRAP2	0.443
ABL1	GRB10	0.461
ABL1	GRB2	0.953
ABL1	GTF2F1	0.393
ABL1	HCK	0.94
ABL1	HIPK2	0.567
ABL1	HSP90AA1	0.725
ABL1	HSPA4	0.576
ABL1	HSPA8	0.33
ABL1	HSPD1	0.361
ABL1	HSPE1	0.239
ABL1	HUWE1	0.476
ABL1	INPPL1	0.634
ABL1	ITGB2	0.349
ABL1	JAK1	0.569
ABL1	JUN	0.812
ABL1	LARS	0.424
ABL1	LATS2	0.495
ABL1	LRRC59	0.21
ABL1	LRRK1	0.347
ABL1	MAP4K1	0.516
ABL1	MAPK11	0.919
ABL1	MAPK12	0.916
ABL1	MAPK14	0.924
ABL1	MAPT	0.511
ABL1	MAVS	0.662
ABL1	MBP	0.466
ABL1	MDM2	0.982
ABL1	MDM4	0.763
ABL1	MICAL1	0.359
ABL1	MSH5	0.753
ABL1	MTOR	0.674
ABL1	MUC1	0.673
ABL1	NAA25	0.89
ABL1	NARS	0.4
ABL1	NCK1	0.577
ABL1	NCOA3	0.45
ABL1	NEDD4	0.194
ABL1	NEDD4L	0.518
ABL1	NEDD9	0.738
ABL1	NFKBIA	0.519
ABL1	NTRK1	0.942
ABL1	PAG1	0.535
ABL1	PAK2	0.598
ABL1	PAK4	0.91
ABL1	PARK2	0.614
ABL1	PARP1	0.327
ABL1	PCNA	0.416
ABL1	PDE4D	0.332
ABL1	PDGFRB	0.941
ABL1	PFDN4	0.386
ABL1	PIK3R1	0.487
ABL1	PIK3R2	0.243
ABL1	PLCG1	0.956
ABL1	PPM1B	0.855
ABL1	PRDX1	0.516
ABL1	PRKCZ	0.41
ABL1	PRKDC	0.798
ABL1	PSMA4	0.323
ABL1	PSMA7	0.547
ABL1	PSMD4	0.342
ABL1	PSTPIP1	0.924
ABL1	PTGES3	0.331
ABL1	PTPN6	0.597
ABL1	RAC1	0.935
ABL1	RAD51	0.987
ABL1	RAD51B	0.384
ABL1	RAD52	0.974
ABL1	RAD9A	0.715
ABL1	RAN	0.439
ABL1	RAPGEF1	0.821
ABL1	RASA1	0.556
ABL1	RB1	0.951
ABL1	REPS1	0.303
ABL1	RIN1	0.984
ABL1	ROBO1	0.962
ABL1	RPLP1	0.275
ABL1	RPS21	0.212
ABL1	RTFDC1	0.845
ABL1	RYBP	0.408
ABL1	SFN	0.523
ABL1	SH3BP1	0.505
ABL1	SH3KBP1	0.287
ABL1	SHB	0.56
ABL1	SHC1	0.926
ABL1	SHD	0.61
ABL1	SHE	0.379
ABL1	SLC9A2	0.348
ABL1	SLIT2	0.928
ABL1	SOCS1	0.751
ABL1	SOCS3	0.526
ABL1	SORBS1	0.602
ABL1	SORBS2	0.765
ABL1	SORBS3	0.594
ABL1	SOS1	0.96
ABL1	SPAG9	0.941
ABL1	SPRR2A	0.336
ABL1	SPTA1	0.329
ABL1	SPTAN1	0.366
ABL1	SRC	0.943
ABL1	SRPK2	0.56
ABL1	ST5	0.695
ABL1	STAT5B	0.945
ABL1	STK4	0.432
ABL1	STON2	0.209
ABL1	STUB1	0.507
ABL1	SUB1	0.222
ABL1	TERF1	0.407
ABL1	TLN2	0.372
ABL1	TMPO	0.305
ABL1	TOP1	0.554
ABL1	TOPBP1	0.659
ABL1	TP53	0.884
ABL1	TP73	0.99
ABL1	TUB	0.336
ABL1	UBASH3B	0.345
ABL1	UBC	0.401
ABL1	USP7	0.521
ABL1	VAV1	0.577
ABL1	WASF1	0.952
ABL1	WRNIP1	0.404
ABL1	XPO1	0.579
ABL1	XRCC6	0.596
ABL1	YAP1	0.982
ABL1	YTHDC1	0.328
ABL1	YWHAB	0.496
ABL1	YWHAE	0.511
ABL1	YWHAG	0.516
ABL1	YWHAH	0.484
ABL1	YWHAQ	0.502
ABL1	YWHAZ	0.561
ABL1	ZAP70	0.446
ABL1	ZDHHC16	0.722
ABL2	AXL	0.434
ABL2	BAG5	0.538
ABL2	CAP1	0.938
ABL2	CAP2	0.938
ABL2	CAT	0.431
ABL2	CDC37	0.32
ABL2	CLASP1	0.932
ABL2	CLASP2	0.932
ABL2	CRK	0.979
ABL2	DOK1	0.524
ABL2	EGFR	0.542
ABL2	EPHB2	0.456
ABL2	ERBB2	0.361
ABL2	ERBB3	0.321
ABL2	ERBB4	0.327
ABL2	FLT3	0.2
ABL2	GPX1	0.384
ABL2	GRB2	0.425
ABL2	HCK	0.398
ABL2	HRAS	0.546
ABL2	HSPA8	0.294
ABL2	HSPBP1	0.396
ABL2	JAK1	0.448
ABL2	MAP3K10	0.156
ABL2	MDM2	0.377
ABL2	MED28	0.267
ABL2	NCK1	0.961
ABL2	NCK2	0.342
ABL2	PDGFRB	0.293
ABL2	PIK3R3	0.609
ABL2	PLCG1	0.265
ABL2	PSMA7	0.958
ABL2	RIN1	0.929
ABL2	ROBO1	0.941
ABL2	SLIT2	0.927
ABL2	SORBS2	0.472
ABL2	STAT3	0.609
ABL2	TRIP10	0.306
ABLIM1	ABRA	0.86
ABLIM1	ACTB	0.461
ABLIM1	BCO1	0.54
ABLIM1	CASK	0.15
ABLIM1	CYB5D2	0.158
ABLIM1	DBN1	0.215
ABLIM1	DCC	0.94
ABLIM1	DOCK1	0.904
ABLIM1	FHL2	0.206
ABLIM1	FLNA	0.374
ABLIM1	IQGAP1	0.17
ABLIM1	KCNJ12	0.296
ABLIM1	KRT15	0.185
ABLIM1	LIMA1	0.294
ABLIM1	LIN7C	0.263
ABLIM1	MYO18A	0.268
ABLIM1	MYO1C	0.183
ABLIM1	NCK1	0.905
ABLIM1	NMT1	0.21
ABLIM1	NTN1	0.941
ABLIM1	PDLIM7	0.169
ABLIM1	PPP1CB	0.162
ABLIM1	PTK2	0.9
ABLIM1	PTPRD	0.388
ABLIM1	RAC1	0.913
ABLIM1	SEPSECS	0.455
ABLIM1	SRC	0.905
ABLIM1	SYNPO	0.278
ABLIM1	TRIO	0.925
ABLIM1	USHBP1	0.21
ABLIM1	VIM	0.184
ABLIM1	YWHAZ	0.247
ABLIM2	ABRA	0.866
ABLIM2	ACTA1	0.397
ABLIM2	DCC	0.936
ABLIM2	DOCK1	0.9
ABLIM2	LIN7C	0.296
ABLIM2	MLIP	0.244
ABLIM2	NCK1	0.901
ABLIM2	NTN1	0.936
ABLIM2	PTK2	0.9
ABLIM2	RAC1	0.913
ABLIM2	SRC	0.902
ABLIM2	TRIO	0.925
ABLIM3	ABRA	0.879
ABLIM3	ACTA1	0.349
ABLIM3	ACTC1	0.466
ABLIM3	DCC	0.928
ABLIM3	DOCK1	0.903
ABLIM3	EGFR	0.178
ABLIM3	NCK1	0.901
ABLIM3	NTN1	0.938
ABLIM3	PALMD	0.44
ABLIM3	PTK2	0.9
ABLIM3	RAC1	0.917
ABLIM3	SNW1	0.218
ABLIM3	SRC	0.904
ABLIM3	TRIO	0.928
ABO	GRAMD3	0.225
ABO	TMEM79	0.233
ABR	HERC2	0.188
ABR	HRAS	0.186
ABR	LNX1	0.178
ABR	PJA1	0.221
ABR	TOMM20	0.181
ABR	TP53	0.242
ABRA	ACTA1	0.417
ABRA	PPP1R18	0.179
ABRACL	ACP1	0.405
ABT1	CA10	0.207
ABT1	CNBP	0.188
ABT1	DCAF13	0.833
ABT1	EMD	0.162
ABT1	FBL	0.513
ABT1	FTSJ3	0.904
ABT1	KRR1	0.977
ABT1	MAB21L3	0.237
ABT1	NAF1	0.2
ABT1	NAP1L5	0.431
ABT1	RIOK1	0.152
ABT1	RNF151	0.809
ABT1	RPS6	0.166
ABT1	TSPYL2	0.395
ABTB1	CARS	0.859
ABTB1	CUL3	0.913
ABTB1	DNTTIP1	0.658
ABTB1	EEF1A2	0.751
ABTB1	EEF1D	0.831
ABTB1	VARS	0.867
ABTB1	ZBTB21	0.307
ABTB2	CUL3	0.494
ABTB2	DNTT	0.294
ABTB2	EEF1A1	0.396
ABTB2	HS1BP3	0.394
ABTB2	RBX1	0.665
ABTB2	TCTEX1D2	0.297
ACAA1	ACAA2	0.843
ACAA1	ACAT1	0.932
ACAA1	CAT	0.836
ACAA1	CDK12	0.393
ACAA1	COQ9	0.196
ACAA1	CRYL1	0.577
ACAA1	EIF1AX	0.173
ACAA1	ENO1	0.197
ACAA1	FEM1A	0.205
ACAA1	HAT1	0.319
ACAA1	HSD17B4	0.998
ACAA1	KHDRBS2	0.183
ACAA1	MDH2	0.355
ACAA1	MRPL53	0.799
ACAA1	MTHFD2	0.505
ACAA1	NDUFA2	0.39
ACAA1	NDUFA7	0.391
ACAA1	PDHA1	0.394
ACAA1	PEX10	0.955
ACAA1	PEX12	0.924
ACAA1	PEX13	0.96
ACAA1	PEX14	0.96
ACAA1	PEX2	0.928
ACAA1	PEX5	0.856
ACAA1	PEX7	0.993
ACAA1	PPIB	0.685
ACAA1	PRDX1	0.157
ACAA1	RPS19	0.222
ACAA1	SARNP	0.69
ACAA1	SBDS	0.817
ACAA1	SCP2	0.882
ACAA1	SF3B4	0.401
ACAA1	SRPRB	0.802
ACAA1	SUGP1	0.819
ACAA1	TRAPPC5	0.386
ACAA1	TRAPPC9	0.232
ACAA1	TYSND1	0.979
ACAA1	VDAC3	0.823
ACAA1	ZDHHC5	0.386
ACAA2	ACADM	0.996
ACAA2	ACAT1	0.964
ACAA2	ACO2	0.877
ACAA2	ACOT1	0.2
ACAA2	AK2	0.473
ACAA2	AK3	0.183
ACAA2	ALDH9A1	0.32
ACAA2	ALDOA	0.427
ACAA2	ARMC6	0.175
ACAA2	ATP1B1	0.374
ACAA2	ATP1B3	0.363
ACAA2	BCAT1	0.25
ACAA2	CFL1	0.363
ACAA2	CHAT	0.522
ACAA2	CSRP1	0.406
ACAA2	ECHS1	0.95
ACAA2	ENO1	0.521
ACAA2	EWSR1	0.406
ACAA2	EZR	0.376
ACAA2	FDPS	0.25
ACAA2	FH	0.409
ACAA2	FKBP2	0.4
ACAA2	GPX1	0.158
ACAA2	HADH	0.989
ACAA2	HIBADH	0.343
ACAA2	HNRNPA1	0.372
ACAA2	HNRNPA2B1	0.426
ACAA2	HSD17B10	0.972
ACAA2	HSPD1	0.216
ACAA2	IDH2	0.357
ACAA2	ISYNA1	0.596
ACAA2	IVD	0.386
ACAA2	LARS2	0.19
ACAA2	LDHA	0.345
ACAA2	MDH2	0.476
ACAA2	MSN	0.527
ACAA2	MTIF2	0.244
ACAA2	P4HB	0.198
ACAA2	PDK1	0.232
ACAA2	PFN1	0.412
ACAA2	PGD	0.854
ACAA2	PGK1	0.513
ACAA2	PKM	0.262
ACAA2	POFUT1	0.394
ACAA2	PRDX1	0.472
ACAA2	PREPL	0.309
ACAA2	RDX	0.39
ACAA2	RTN4	0.407
ACAA2	SCP2	0.593
ACAA2	SF3B4	0.401
ACAA2	SGTA	0.159
ACAA2	SH3PXD2B	0.409
ACAA2	SOD2	0.352
ACAA2	TAF15	0.384
ACAA2	TAGLN	0.363
ACAA2	TAGLN2	0.374
ACAA2	TAX1BP3	0.812
ACAA2	TERT	0.239
ACAA2	TIAL1	0.771
ACAA2	TKT	0.57
ACAA2	TMEM65	0.814
ACAA2	TOMM40	0.414
ACAA2	TP53BP1	0.425
ACAA2	TRMT61B	0.226
ACAA2	UCHL3	0.828
ACAA2	USP8	0.4
ACAA2	VAMP2	0.402
ACAA2	VDAC1	0.767
ACAA2	VDAC2	0.461
ACAA2	ZFR	0.713
ACACA	AKR1B10	0.478
ACACA	AP2M1	0.248
ACACA	APOC1	0.243
ACACA	BRCA1	0.914
ACACA	CA9	0.284
ACACA	CBL	0.362
ACACA	CCT3	0.294
ACACA	COPB1	0.83
ACACA	COQ9	0.201
ACACA	CSNK1E	0.184
ACACA	DCAF6	0.191
ACACA	EEF2K	0.201
ACACA	EGFR	0.32
ACACA	ENO1	0.438
ACACA	EPB41L1	0.254
ACACA	ERCC6L	0.426
ACACA	FGF14	0.229
ACACA	HLCS	0.988
ACACA	HNRNPL	0.257
ACACA	IARS	0.461
ACACA	IKBKAP	0.367
ACACA	INPPL1	0.22
ACACA	KIF5B	0.198
ACACA	MYC	0.295
ACACA	NDUFA4	0.2
ACACA	NUP50	0.223
ACACA	OAS2	0.269
ACACA	PIK3R2	0.246
ACACA	PRKAA1	0.977
